Version =  1.64
NumCams = 1
Cam     Date       Time        Roll     Pitch       Yaw
---  ----------  --------  --------  --------  --------
101  04/21/2013  08:00:00      0.00     25.00      0.00
-------------------------------------------------------
Extinction Fit: Multi-Day = 2
Extinction Coef Scale     = 1.008800
Extinction Coef Rayleigh  = 2.846974
Extinction Coef Oxygen2   = 2.846974
Extinction Coef Ozone     = 0.761201
Extinction Coef Dust      = 17.575153
Extinction Coef Water     = 12.857024
-------------------------------------------------------
Number of wavelengths      = 1251
Responsivity normalization = 302172611547.561830
-------------------------------------------------------
Wave(nm)	WeightSum	DayResp	CumResp	SmoothResp	DayExtn	CumExtn
492.8	0.897149876	0.561016348	0.561016348	0.561016348	0.803106483	0.803106483
493.4	0.893958641	0.559020768	0.559020768	0.559020768	0.803650909	0.803650909
494	0.890641039	0.556946166	0.556946166	0.556946166	0.804255695	0.804255695
494.6	0.886903728	0.554609106	0.554609106	0.554609106	0.80489217	0.80489217
495.2	0.882698183	0.551979245	0.551979245	0.551979245	0.805531665	0.805531665
495.8	0.878400183	0.549291569	0.549291569	0.549291569	0.80614551	0.80614551
496.4	0.874413749	0.546798725	0.546798725	0.546798725	0.807088054	0.807088054
497	0.870921612	0.544614981	0.544614981	0.544614981	0.80837139	0.80837139
497.6	0.867930319	0.542744431	0.542744431	0.542744431	0.808574719	0.808574719
498.2	0.865392676	0.541157562	0.541157562	0.541157562	0.808469523	0.808469523
498.8	0.862982748	0.539650557	0.539650557	0.539650557	0.809340422	0.809340422
499.4	0.860276614	0.537958325	0.537958325	0.537958325	0.810565507	0.810565507
500	0.857050247	0.535940776	0.535940776	0.535940776	0.810778012	0.810778012
500.6	0.853554375	0.533754696	0.533754696	0.533754696	0.810630967	0.810630967
501.2	0.850100053	0.531594598	0.531594598	0.531594598	0.810794395	0.810794395
501.8	0.846774277	0.529514884	0.529514884	0.529514884	0.810306022	0.810306022
502.4	0.8434239	0.527419787	0.527419787	0.527419787	0.809028375	0.809028375
503	0.839922241	0.525230089	0.525230089	0.525230089	0.808412195	0.808412195
503.6	0.836455462	0.523062201	0.523062201	0.523062201	0.808305874	0.808305874
504.2	0.833362611	0.521128143	0.521128143	0.521128143	0.808395936	0.808395936
504.8	0.830813786	0.519534282	0.519534282	0.519534282	0.80860843	0.80860843
505.4	0.828417896	0.518036056	0.518036056	0.518036056	0.809149827	0.809149827
506	0.825674533	0.516320544	0.516320544	0.516320544	0.809764669	0.809764669
506.6	0.822399793	0.514272744	0.514272744	0.514272744	0.810359143	0.810359143
507.2	0.818867134	0.51206366	0.51206366	0.51206366	0.81082238	0.81082238
507.8	0.815369308	0.509876359	0.509876359	0.509876359	0.811365456	0.811365456
508.4	0.812000052	0.507769456	0.507769456	0.507769456	0.812461682	0.812461682
509	0.80872068	0.50571876	0.50571876	0.50571876	0.813601586	0.813601586
509.6	0.805475262	0.503689297	0.503689297	0.503689297	0.814162003	0.814162003
510.2	0.802138943	0.50160299	0.50160299	0.50160299	0.815835385	0.815835385
510.8	0.798568785	0.499370458	0.499370458	0.499370458	0.817097069	0.817097069
511.4	0.794860937	0.497051822	0.497051822	0.497051822	0.818587532	0.818587532
512	0.791581136	0.495000858	0.495000858	0.495000858	0.820126443	0.820126443
512.6	0.789308047	0.493579423	0.493579423	0.493579423	0.821533468	0.821533468
513.2	0.787823349	0.492650994	0.492650994	0.492650994	0.822628275	0.822628275
513.8	0.786193223	0.491631625	0.491631625	0.491631625	0.823441122	0.823441122
514.4	0.78359713	0.490008205	0.490008205	0.490008205	0.822795534	0.822795534
515	0.780126678	0.487838021	0.487838021	0.487838021	0.823103609	0.823103609
515.6	0.776242005	0.485408812	0.485408812	0.485408812	0.824029364	0.824029364
516.2	0.772411752	0.483013633	0.483013633	0.483013633	0.824707411	0.824707411
516.8	0.769124794	0.480958193	0.480958193	0.480958193	0.824773243	0.824773243
517.4	0.766853267	0.479537735	0.479537735	0.479537735	0.824678834	0.824678834
518	0.765400755	0.478629433	0.478629433	0.478629433	0.825567642	0.825567642
518.6	0.763763004	0.477605296	0.477605296	0.477605296	0.826785749	0.826785749
519.2	0.761014389	0.475886499	0.475886499	0.475886499	0.826936119	0.826936119
519.8	0.757439504	0.47365101	0.47365101	0.47365101	0.826866647	0.826866647
520.4	0.753993826	0.471496318	0.471496318	0.471496318	0.82697536	0.82697536
521	0.751341765	0.4698379	0.4698379	0.4698379	0.827136587	0.827136587
521.6	0.749018932	0.468385358	0.468385358	0.468385358	0.827325832	0.827325832
522.2	0.746300668	0.466685542	0.466685542	0.466685542	0.827518597	0.827518597
522.8	0.742932929	0.464579587	0.464579587	0.464579587	0.827690387	0.827690387
523.4	0.739430281	0.46238927	0.46238927	0.46238927	0.827816703	0.827816703
524	0.73634737	0.460461428	0.460461428	0.460461428	0.827873064	0.827873064
524.6	0.733793839	0.458864624	0.458864624	0.458864624	0.827397888	0.827397888
525.2	0.731544987	0.457458345	0.457458345	0.457458345	0.826775398	0.826775398
525.8	0.729354385	0.456088492	0.456088492	0.456088492	0.826768954	0.826768954
526.4	0.726903158	0.454555662	0.454555662	0.454555662	0.826891959	0.826891959
527	0.723850058	0.452646461	0.452646461	0.452646461	0.826871061	0.826871061
527.6	0.720209659	0.450370004	0.450370004	0.450370004	0.826853591	0.826853591
528.2	0.71679036	0.448231808	0.448231808	0.448231808	0.826859795	0.826859795
528.8	0.714463976	0.446777046	0.446777046	0.446777046	0.826836084	0.826836084
529.4	0.71306892	0.445904673	0.445904673	0.445904673	0.826868434	0.826868434
530	0.71139789	0.444859725	0.444859725	0.444859725	0.826958364	0.826958364
530.6	0.708411307	0.442992119	0.442992119	0.442992119	0.826726239	0.826726239
